Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC54,OUT027,5132.342222949802
FDP08,OUT018,2752.520455283355
FDU44,OUT046,2125.349497483324
DRG39,OUT035,1842.8680109957897
FDU32,OUT049,1740.6500153156417
FDY27,OUT049,2125.349497483324
NCP54,OUT013,2707.3156795629625
NCZ41,OUT049,1740.6500153156417
DRL49,OUT013,2950.802451959768
FDI05,OUT018,2536.248951968297
FDY56,OUT045,2613.1141493421233
DRC13,OUT013,2707.3156795629625
NCV29,OUT017,2678.8561136638555
FDR24,OUT049,1740.6500153156417
FDZ34,OUT018,2752.520455283355
FDP37,OUT035,2170.5857789112197
FDX08,OUT027,4229.8508764080125
FDS57,OUT045,2677.3067980134847
NCG18,OUT049,1740.6500153156417
FDK25,OUT018,2752.520455283355
FDH53,OUT049,1740.6500153156417
DRI59,OUT018,3202.928103829106
FDA52,OUT046,2125.349497483324
FDT20,OUT010,664.3634888735338
FDE36,OUT019,597.2868342075113
FDI24,OUT017,2678.8561136638555
FDB28,OUT018,2752.520455283355
FDV11,OUT017,2678.8561136638555
FDP01,OUT046,2125.349497483324
FDD34,OUT027,4229.8508764080125
FDJ50,OUT027,3389.3947128677587
FDZ44,OUT013,2707.3156795629625
DRO59,OUT035,2170.5857789112197
DRB48,OUT045,1842.8680109957897
FDR21,OUT018,2752.520455283355
NCE42,OUT010,769.9695903376652
FDO23,OUT046,1740.6500153156417
NCE30,OUT018,3202.928103829106
FDQ22,OUT035,1842.8680109957897
FDY01,OUT045,2169.036463260849
FDS08,OUT017,2678.8561136638555
FDG28,OUT018,3202.928103829106
FDQ51,OUT018,2267.07751788757
FDB05,OUT017,2614.663464992494
FDO56,OUT049,1740.6500153156417
FDE02,OUT018,2536.248951968297
FDN45,OUT017,2614.663464992494
FDS09,OUT013,2414.7191153318986
NCA54,OUT018,2752.520455283355
FDP09,OUT010,769.9695903376652
FDC53,OUT045,2169.036463260849
NCM55,OUT017,2678.8561136638555
FDL09,OUT018,2752.520455283355
FDA11,OUT019,557.0195586036299
FDA50,OUT045,2169.036463260849
FDC23,OUT017,2678.8561136638555
FDE22,OUT049,2125.349497483324
FDD23,OUT046,2125.349497483324
NCA29,OUT049,2125.349497483324
FDK38,OUT046,2125.349497483324
DRC13,OUT046,1740.6500153156417
NCP43,OUT049,2125.349497483324
FDX28,OUT049,1740.6500153156417
FDF08,OUT049,1740.6500153156417
FDZ33,OUT046,2125.349497483324
FDD10,OUT049,2125.349497483324
FDO58,OUT017,2678.8561136638555
FDI50,OUT017,2614.663464992494
FDO58,OUT045,2677.3067980134847
FDX08,OUT013,2950.802451959768
NCK17,OUT010,664.3634888735338
FDF39,OUT035,2614.663464992494
FDU45,OUT010,667.962853750561
NCJ18,OUT018,2536.248951968297
DRC27,OUT019,632.2882876531593
DRC25,OUT035,2170.5857789112197
FDU59,OUT035,2678.8561136638555
FDU28,OUT035,2678.8561136638555
NCP30,OUT046,1370.8869648941231
FDB39,OUT018,2267.07751788757
FDE41,OUT013,2707.3156795629625
DRH11,OUT010,664.3634888735338
FDA58,OUT045,2613.1141493421233
FDU50,OUT046,1740.6500153156417
FDM34,OUT013,2707.3156795629625
FDM44,OUT027,3858.799869487593
FDR39,OUT045,2677.3067980134847
FDM25,OUT045,2677.3067980134847
FDQ49,OUT049,2125.349497483324
DRH25,OUT018,2267.07751788757
FDM09,OUT027,4229.8508764080125
FDL44,OUT019,597.2868342075113
NCR42,OUT018,2267.07751788757
DRL59,OUT046,1370.8869648941231
FDX43,OUT013,2950.802451959768
DRK47,OUT010,769.9695903376652
FDU48,OUT018,2536.248951968297
FDY12,OUT045,1842.8680109957897
NCN43,OUT018,2536.248951968297
NCM55,OUT018,2752.520455283355
FDQ21,OUT027,3858.799869487593
FDX13,OUT035,2614.663464992494
NCK30,OUT027,5132.342222949802
FDG20,OUT049,2125.349497483324
DRG27,OUT017,1842.8680109957897
FDY14,OUT018,3202.928103829106
FDP59,OUT035,2170.5857789112197
FDU60,OUT017,2678.8561136638555
NCC18,OUT019,597.2868342075113
DRJ39,OUT017,2614.663464992494
FDS07,OUT049,1740.6500153156417
FDM08,OUT027,5132.342222949802
FDP51,OUT045,2169.036463260849
FDU16,OUT035,2170.5857789112197
FDH12,OUT013,2707.3156795629625
DRE48,OUT010,677.2534011584064
NCL42,OUT027,5132.342222949802
FDR21,OUT045,2677.3067980134847
NCW29,OUT035,2170.5857789112197
FDO11,OUT013,3531.4194682704156
NCM31,OUT049,2125.349497483324
FDV35,OUT019,597.2868342075113
FDF58,OUT017,1842.8680109957897
NCE43,OUT049,2125.349497483324
FDA02,OUT035,2678.8561136638555
DRL37,OUT010,664.3634888735338
FDR24,OUT018,2536.248951968297
FDW59,OUT049,1740.6500153156417
FDS22,OUT049,1370.8869648941231
FDW24,OUT017,1842.8680109957897
FDU24,OUT035,2170.5857789112197
FDA21,OUT027,4229.8508764080125
FDH58,OUT027,3858.799869487593
FDW36,OUT018,2536.248951968297
FDI45,OUT027,4229.8508764080125
FDU01,OUT018,2752.520455283355
FDF35,OUT027,3858.799869487593
FDU43,OUT019,632.2882876531593
FDE24,OUT019,597.2868342075113
FDK50,OUT049,2125.349497483324
FDG31,OUT045,1842.8680109957897
FDC60,OUT045,2169.036463260849
FDL36,OUT013,2707.3156795629625
FDP21,OUT013,2950.802451959768
FDW16,OUT045,2169.036463260849
FDX02,OUT017,2614.663464992494
FDQ58,OUT027,4229.8508764080125
FDT51,OUT046,1740.6500153156417
FDD59,OUT049,1740.6500153156417
NCM42,OUT018,2536.248951968297
FDA57,OUT018,2267.07751788757
FDZ48,OUT035,2170.5857789112197
FDE46,OUT045,2677.3067980134847
NCZ30,OUT019,557.0195586036299
FDB56,OUT017,2678.8561136638555
FDA25,OUT027,3858.799869487593
FDD20,OUT013,2707.3156795629625
FDL25,OUT013,2707.3156795629625
NCO18,OUT049,2125.349497483324
FDJ45,OUT017,1842.8680109957897
FDR12,OUT035,2678.8561136638555
NCF19,OUT010,664.3634888735338
FDK25,OUT046,2125.349497483324
NCR17,OUT046,1740.6500153156417
FDC52,OUT046,2125.349497483324
NCA54,OUT017,2678.8561136638555
FDR45,OUT010,769.9695903376652
NCM19,OUT049,1740.6500153156417
FDF39,OUT027,5132.342222949802
FDX23,OUT049,1740.6500153156417
FDD58,OUT027,3858.799869487593
FDX28,OUT013,2707.3156795629625
NCD31,OUT013,2950.802451959768
FDU57,OUT018,2752.520455283355
FDI27,OUT046,1370.8869648941231
NCM42,OUT046,1740.6500153156417
FDD32,OUT027,3858.799869487593
FDI34,OUT013,3531.4194682704156
NCM29,OUT049,1740.6500153156417
FDG46,OUT018,2536.248951968297
DRC01,OUT010,664.3634888735338
FDB15,OUT027,5132.342222949802
NCA17,OUT027,4229.8508764080125
FDF10,OUT046,2125.349497483324
FDR26,OUT027,4229.8508764080125
FDI02,OUT049,1740.6500153156417
NCM54,OUT010,667.962853750561
FDF14,OUT013,2950.802451959768
FDJ33,OUT010,667.962853750561
FDM20,OUT035,2614.663464992494
FDC03,OUT027,4229.8508764080125
NCX05,OUT046,1740.6500153156417
NCM41,OUT027,3858.799869487593
NCU29,OUT010,677.2534011584064
FDQ59,OUT017,2170.5857789112197
FDH46,OUT010,667.962853750561
FDH09,OUT013,2414.7191153318986
NCD06,OUT045,1842.8680109957897
FDC15,OUT035,2678.8561136638555
DRD37,OUT027,3389.3947128677587
FDT28,OUT027,4229.8508764080125
FDR28,OUT027,4229.8508764080125
FDT38,OUT017,2170.5857789112197
FDV34,OUT027,3858.799869487593
FDY52,OUT035,1842.8680109957897
FDB34,OUT013,2707.3156795629625
DRL23,OUT018,2536.248951968297
DRB24,OUT046,2125.349497483324
FDJ50,OUT046,1370.8869648941231
FDQ49,OUT035,2678.8561136638555
FDP20,OUT035,2170.5857789112197
FDV19,OUT027,4229.8508764080125
NCR54,OUT045,2677.3067980134847
FDO09,OUT010,769.9695903376652
FDS57,OUT018,2752.520455283355
FDN10,OUT049,1740.6500153156417
FDV23,OUT049,1740.6500153156417
FDY28,OUT049,2389.2437480902304
DRG51,OUT013,2950.802451959768
FDD45,OUT019,557.0195586036299
NCL18,OUT027,4229.8508764080125
NCM29,OUT013,2707.3156795629625
FDF17,OUT027,4229.8508764080125
FDE22,OUT017,2678.8561136638555
FDQ22,OUT017,1842.8680109957897
FDS01,OUT013,2950.802451959768
FDW35,OUT027,3389.3947128677587
FDJ33,OUT046,1740.6500153156417
NCF54,OUT035,2678.8561136638555
FDE09,OUT013,2707.3156795629625
NCE06,OUT045,2677.3067980134847
DRH49,OUT049,1740.6500153156417
FDY43,OUT045,2677.3067980134847
NCT05,OUT017,2614.663464992494
FDZ34,OUT045,2677.3067980134847
FDL38,OUT017,2170.5857789112197
FDZ31,OUT017,2678.8561136638555
FDR14,OUT035,1842.8680109957897
NCN54,OUT049,1740.6500153156417
NCC42,OUT027,3858.799869487593
FDK08,OUT017,2170.5857789112197
FDP59,OUT013,2707.3156795629625
FDV22,OUT035,2678.8561136638555
FDD33,OUT035,2614.663464992494
DRE60,OUT027,5132.342222949802
FDK52,OUT046,2386.2959774241044
FDA02,OUT017,2678.8561136638555
FDM56,OUT049,1740.6500153156417
FDE57,OUT035,2678.8561136638555
FDM32,OUT045,2169.036463260849
NCQ30,OUT027,3858.799869487593
FDQ27,OUT027,3858.799869487593
FDT60,OUT027,3858.799869487593
FDU43,OUT049,2389.2437480902304
NCO55,OUT035,2170.5857789112197
FDG02,OUT045,2677.3067980134847
FDJ28,OUT013,2950.802451959768
FDP40,OUT045,2169.036463260849
FDJ38,OUT045,2677.3067980134847
NCC54,OUT017,2614.663464992494
NCZ41,OUT046,1740.6500153156417
FDK38,OUT019,597.2868342075113
FDU52,OUT013,2950.802451959768
FDC40,OUT046,1740.6500153156417
NCR30,OUT017,1842.8680109957897
NCN18,OUT017,2170.5857789112197
FDB50,OUT035,2170.5857789112197
FDG04,OUT013,2950.802451959768
FDR26,OUT035,2678.8561136638555
NCT17,OUT018,2752.520455283355
FDX35,OUT027,5132.342222949802
FDS12,OUT046,1740.6500153156417
NCZ29,OUT027,3858.799869487593
FDB38,OUT010,677.2534011584064
FDP12,OUT013,2414.7191153318986
FDP22,OUT046,1370.8869648941231
FDS26,OUT018,3202.928103829106
FDR52,OUT046,2125.349497483324
DRJ13,OUT046,2125.349497483324
FDU48,OUT027,3858.799869487593
FDE29,OUT035,1842.8680109957897
NCT29,OUT049,1740.6500153156417
DRK37,OUT018,2752.520455283355
FDK55,OUT046,1740.6500153156417
FDR07,OUT046,1740.6500153156417
FDO21,OUT027,5132.342222949802
FDK46,OUT049,2389.2437480902304
FDB12,OUT045,2169.036463260849
FDT31,OUT027,4229.8508764080125
FDJ33,OUT045,2169.036463260849
FDC26,OUT027,3858.799869487593
NCQ02,OUT045,2677.3067980134847
FDP08,OUT010,677.2534011584064
FDB11,OUT027,5132.342222949802
FDV55,OUT013,2950.802451959768
FDW20,OUT049,1740.6500153156417
NCJ18,OUT019,557.0195586036299
FDC41,OUT018,2536.248951968297
FDE14,OUT027,3858.799869487593
FDG35,OUT013,2950.802451959768
FDF45,OUT035,1842.8680109957897
FDS19,OUT027,3858.799869487593
FDS58,OUT019,597.2868342075113
FDA26,OUT017,2614.663464992494
FDM32,OUT049,1740.6500153156417
FDL45,OUT046,1740.6500153156417
FDZ55,OUT049,2125.349497483324
FDY37,OUT049,2125.349497483324
FDO46,OUT046,2125.349497483324
FDQ60,OUT046,1740.6500153156417
FDA19,OUT018,2536.248951968297
FDL15,OUT046,2125.349497483324
FDM10,OUT018,3202.928103829106
NCL05,OUT017,1842.8680109957897
DRK49,OUT010,664.3634888735338
NCE18,OUT027,5132.342222949802
FDG40,OUT049,1370.8869648941231
DRI59,OUT045,2613.1141493421233
FDK28,OUT035,2614.663464992494
NCD06,OUT019,566.2304293299921
FDO11,OUT019,632.2882876531593
FDK27,OUT046,1740.6500153156417
FDT43,OUT027,3389.3947128677587
FDD38,OUT018,2536.248951968297
FDA16,OUT049,2389.2437480902304
FDL14,OUT027,4229.8508764080125
NCM17,OUT049,1370.8869648941231
FDD20,OUT045,2169.036463260849
FDA40,OUT045,2169.036463260849
FDL43,OUT045,2169.036463260849
FDV15,OUT045,2169.036463260849
FDE52,OUT046,1740.6500153156417
NCL17,OUT010,677.2534011584064
NCJ31,OUT045,2613.1141493421233
FDR60,OUT045,2169.036463260849
NCA18,OUT035,2170.5857789112197
FDS21,OUT027,3389.3947128677587
FDW09,OUT035,2170.5857789112197
FDL26,OUT035,2678.8561136638555
FDS47,OUT018,2536.248951968297
FDC39,OUT046,2386.2959774241044
FDT51,OUT035,2170.5857789112197
FDK40,OUT035,2614.663464992494
NCG19,OUT045,2613.1141493421233
FDZ07,OUT046,1370.8869648941231
FDF08,OUT027,3858.799869487593
FDO04,OUT013,2414.7191153318986
FDK41,OUT018,2536.248951968297
FDP15,OUT049,2389.2437480902304
NCD43,OUT018,2536.248951968297
NCP18,OUT013,2950.802451959768
FDZ51,OUT046,1740.6500153156417
DRH13,OUT035,2170.5857789112197
FDF38,OUT045,1842.8680109957897
NCI43,OUT045,1842.8680109957897
FDM38,OUT027,3389.3947128677587
FDS03,OUT013,2414.7191153318986
DRJ47,OUT017,2678.8561136638555
FDT50,OUT010,667.962853750561
FDV02,OUT046,2125.349497483324
NCG18,OUT017,2170.5857789112197
FDW52,OUT046,2125.349497483324
FDS40,OUT035,1842.8680109957897
FDN31,OUT017,2678.8561136638555
FDA37,OUT045,2169.036463260849
FDA15,OUT046,2386.2959774241044
FDL39,OUT046,2125.349497483324
FDJ53,OUT045,2169.036463260849
FDX22,OUT013,3531.4194682704156
NCZ42,OUT045,2613.1141493421233
FDD56,OUT027,4229.8508764080125
FDD40,OUT017,2678.8561136638555
FDS50,OUT013,3531.4194682704156
NCN14,OUT013,2950.802451959768
FDT15,OUT013,2950.802451959768
NCS18,OUT027,3858.799869487593
NCO26,OUT010,667.962853750561
FDF58,OUT018,2267.07751788757
NCB19,OUT013,2707.3156795629625
FDH26,OUT017,2678.8561136638555
DRB24,OUT027,4229.8508764080125
FDA49,OUT018,2536.248951968297
FDB32,OUT045,2169.036463260849
FDI36,OUT017,2678.8561136638555
NCA17,OUT010,677.2534011584064
FDH22,OUT013,2707.3156795629625
NCM26,OUT018,2752.520455283355
FDT15,OUT027,4229.8508764080125
FDB16,OUT018,2536.248951968297
NCP54,OUT027,3858.799869487593
FDJ36,OUT013,2707.3156795629625
FDO28,OUT045,2169.036463260849
FDU09,OUT013,2414.7191153318986
FDF29,OUT017,2170.5857789112197
FDY08,OUT013,2950.802451959768
DRJ59,OUT018,2267.07751788757
FDT23,OUT027,3858.799869487593
FDU15,OUT018,2267.07751788757
FDT47,OUT013,2707.3156795629625
FDI53,OUT019,597.2868342075113
FDR59,OUT018,3202.928103829106
FDD53,OUT035,1842.8680109957897
FDY51,OUT017,2614.663464992494
FDT04,OUT049,1370.8869648941231
FDU51,OUT049,2125.349497483324
FDG14,OUT035,2678.8561136638555
NCU06,OUT045,2613.1141493421233
DRG25,OUT046,2125.349497483324
DRH49,OUT035,2170.5857789112197
FDN15,OUT035,2170.5857789112197
FDL43,OUT018,2536.248951968297
NCT18,OUT049,2125.349497483324
NCB31,OUT013,3531.4194682704156
FDK57,OUT035,2170.5857789112197
FDY04,OUT019,597.2868342075113
NCP54,OUT046,1740.6500153156417
FDF41,OUT013,3531.4194682704156
FDM01,OUT045,2169.036463260849
FDW03,OUT045,2169.036463260849
FDF28,OUT045,2169.036463260849
FDY37,OUT017,2678.8561136638555
FDQ03,OUT017,2614.663464992494
FDP51,OUT027,3858.799869487593
FDJ40,OUT017,2170.5857789112197
FDC32,OUT049,1740.6500153156417
DRI49,OUT027,3858.799869487593
NCW54,OUT017,1842.8680109957897
FDF09,OUT017,1842.8680109957897
FDP45,OUT018,3202.928103829106
DRJ23,OUT018,2752.520455283355
FDS59,OUT017,2170.5857789112197
FDY08,OUT046,1740.6500153156417
FDX16,OUT049,2125.349497483324
FDY16,OUT018,2752.520455283355
FDK32,OUT035,2678.8561136638555
FDQ22,OUT013,2414.7191153318986
NCC31,OUT018,2752.520455283355
FDG58,OUT049,2125.349497483324
DRF48,OUT013,2950.802451959768
DRH36,OUT049,1370.8869648941231
NCR30,OUT035,2170.5857789112197
FDB03,OUT019,632.2882876531593
FDZ28,OUT027,3858.799869487593
FDR35,OUT017,2678.8561136638555
DRD15,OUT027,5132.342222949802
FDJ33,OUT019,557.0195586036299
FDA56,OUT010,667.962853750561
FDP56,OUT046,1370.8869648941231
NCT30,OUT046,1370.8869648941231
FDK15,OUT017,2170.5857789112197
FDH44,OUT018,2752.520455283355
FDV01,OUT013,2950.802451959768
DRG03,OUT017,2678.8561136638555
FDG50,OUT027,3858.799869487593
FDR16,OUT010,769.9695903376652
FDZ60,OUT046,1740.6500153156417
DRG03,OUT045,2677.3067980134847
FDS56,OUT018,3202.928103829106
FDU33,OUT045,1842.8680109957897
DRD27,OUT035,2170.5857789112197
FDW22,OUT046,2386.2959774241044
DRA24,OUT045,2677.3067980134847
FDF38,OUT049,1370.8869648941231
FDX48,OUT013,2950.802451959768
FDS58,OUT018,2752.520455283355
FDC32,OUT046,1740.6500153156417
NCQ29,OUT045,2613.1141493421233
DRK39,OUT018,2536.248951968297
NCS38,OUT017,2170.5857789112197
DRO47,OUT013,2707.3156795629625
DRG27,OUT027,3389.3947128677587
FDC57,OUT027,4229.8508764080125
FDS55,OUT046,2125.349497483324
NCJ06,OUT018,2536.248951968297
FDO01,OUT019,557.0195586036299
NCM55,OUT045,2677.3067980134847
FDC52,OUT049,2125.349497483324
FDQ15,OUT045,2169.036463260849
NCT30,OUT027,3389.3947128677587
NCR42,OUT027,3389.3947128677587
FDD28,OUT035,1842.8680109957897
FDQ34,OUT049,1740.6500153156417
FDZ12,OUT027,4229.8508764080125
DRE13,OUT019,557.0195586036299
NCN07,OUT019,557.0195586036299
FDM28,OUT035,2678.8561136638555
FDI10,OUT017,2678.8561136638555
FDQ25,OUT013,2950.802451959768
FDA38,OUT010,769.9695903376652
DRI13,OUT049,2389.2437480902304
FDY20,OUT027,3858.799869487593
NCZ53,OUT035,2678.8561136638555
NCM31,OUT013,2950.802451959768
DRB01,OUT017,2678.8561136638555
DRF37,OUT046,2386.2959774241044
NCF42,OUT049,2125.349497483324
FDF16,OUT018,2752.520455283355
FDB41,OUT013,2414.7191153318986
FDR34,OUT013,3531.4194682704156
FDR15,OUT018,2752.520455283355
NCV42,OUT019,557.0195586036299
FDW51,OUT035,2614.663464992494
FDU36,OUT017,2170.5857789112197
FDX60,OUT049,1740.6500153156417
FDY03,OUT035,2170.5857789112197
FDW55,OUT045,2613.1141493421233
FDT01,OUT010,769.9695903376652
FDG58,OUT013,2950.802451959768
FDK21,OUT017,2614.663464992494
NCS41,OUT019,597.2868342075113
FDS10,OUT045,2677.3067980134847
NCT53,OUT046,2125.349497483324
FDJ28,OUT018,2752.520455283355
FDX44,OUT045,2169.036463260849
FDT20,OUT018,2267.07751788757
FDO44,OUT017,2170.5857789112197
NCX17,OUT049,2389.2437480902304
FDY01,OUT017,2170.5857789112197
FDJ12,OUT027,5132.342222949802
DRK35,OUT018,2267.07751788757
FDD47,OUT019,597.2868342075113
NCM53,OUT035,2170.5857789112197
FDO45,OUT013,2707.3156795629625
NCM42,OUT010,667.962853750561
FDE04,OUT046,2125.349497483324
NCI30,OUT027,5132.342222949802
FDZ19,OUT013,2950.802451959768
FDW57,OUT013,2950.802451959768
FDA25,OUT013,2707.3156795629625
FDT22,OUT046,1370.8869648941231
FDP51,OUT013,2707.3156795629625
FDD48,OUT027,3858.799869487593
FDY39,OUT035,2678.8561136638555
FDO48,OUT010,769.9695903376652
FDD23,OUT027,4229.8508764080125
DRN35,OUT027,3389.3947128677587
FDT01,OUT035,2614.663464992494
FDC20,OUT010,664.3634888735338
DRJ35,OUT035,1842.8680109957897
FDB32,OUT046,1740.6500153156417
FDL24,OUT046,2125.349497483324
NCV42,OUT035,2170.5857789112197
FDZ46,OUT046,1740.6500153156417
FDC15,OUT013,2950.802451959768
FDD08,OUT019,566.2304293299921
FDY50,OUT049,1740.6500153156417
FDD36,OUT013,2707.3156795629625
FDG57,OUT027,3389.3947128677587
FDL21,OUT018,2267.07751788757
FDN16,OUT027,3858.799869487593
FDJ09,OUT027,3389.3947128677587
FDS01,OUT010,677.2534011584064
FDV33,OUT017,2614.663464992494
DRE12,OUT017,2170.5857789112197
FDR07,OUT013,2707.3156795629625
FDP48,OUT010,677.2534011584064
NCB55,OUT035,1842.8680109957897
FDQ08,OUT013,2414.7191153318986
FDR34,OUT035,2614.663464992494
FDO33,OUT046,1740.6500153156417
FDP13,OUT045,1842.8680109957897
FDX12,OUT049,2389.2437480902304
NCT06,OUT049,2125.349497483324
FDR16,OUT019,632.2882876531593
FDE36,OUT046,2125.349497483324
FDZ36,OUT049,2125.349497483324
FDV13,OUT045,2169.036463260849
NCZ17,OUT035,1842.8680109957897
FDU56,OUT045,2677.3067980134847
FDM09,OUT035,2678.8561136638555
FDV02,OUT017,2678.8561136638555
FDS34,OUT018,2536.248951968297
FDA11,OUT049,1740.6500153156417
FDP09,OUT017,2614.663464992494
FDB29,OUT027,3858.799869487593
FDT19,OUT017,2678.8561136638555
DRH15,OUT017,1842.8680109957897
FDY38,OUT046,2386.2959774241044
FDF14,OUT027,4229.8508764080125
FDN48,OUT010,667.962853750561
FDQ12,OUT013,3531.4194682704156
NCJ43,OUT045,2677.3067980134847
FDE17,OUT019,597.2868342075113
FDB05,OUT035,2614.663464992494
FDH10,OUT045,2677.3067980134847
NCR06,OUT017,1842.8680109957897
FDU32,OUT018,2536.248951968297
FDD56,OUT049,2125.349497483324
FDO36,OUT018,2752.520455283355
FDH16,OUT010,667.962853750561
FDX10,OUT018,2267.07751788757
FDZ37,OUT017,2170.5857789112197
FDU31,OUT010,769.9695903376652
DRC49,OUT049,2125.349497483324
FDL15,OUT045,2677.3067980134847
FDN32,OUT019,597.2868342075113
DRH59,OUT027,3389.3947128677587
NCU29,OUT049,2125.349497483324
FDR37,OUT019,597.2868342075113
FDS14,OUT018,2752.520455283355
FDU02,OUT027,5132.342222949802
FDJ08,OUT035,2678.8561136638555
NCZ06,OUT045,2613.1141493421233
FDO31,OUT049,1740.6500153156417
FDH31,OUT018,2536.248951968297
FDS58,OUT017,2678.8561136638555
NCA53,OUT027,3389.3947128677587
FDF50,OUT046,2125.349497483324
NCW42,OUT049,2389.2437480902304
NCQ17,OUT045,2677.3067980134847
FDK51,OUT018,3202.928103829106
NCW41,OUT010,677.2534011584064
NCR29,OUT017,1842.8680109957897
FDB08,OUT019,597.2868342075113
FDA40,OUT027,3858.799869487593
FDL14,OUT018,2752.520455283355
FDB47,OUT046,2386.2959774241044
FDO03,OUT035,2614.663464992494
DRK13,OUT019,597.2868342075113
FDX13,OUT010,769.9695903376652
FDF52,OUT046,2125.349497483324
FDT11,OUT013,2950.802451959768
FDB08,OUT013,2950.802451959768
FDQ28,OUT018,2752.520455283355
FDD29,OUT045,2613.1141493421233
NCQ29,OUT027,5132.342222949802
NCO02,OUT013,2414.7191153318986
FDR56,OUT010,677.2534011584064
NCM54,OUT049,1740.6500153156417
FDP51,OUT035,2170.5857789112197
FDT38,OUT013,2707.3156795629625
FDZ20,OUT018,3202.928103829106
FDJ53,OUT013,2707.3156795629625
FDX13,OUT049,2389.2437480902304
FDP58,OUT035,2614.663464992494
NCK31,OUT019,566.2304293299921
FDA35,OUT018,2536.248951968297
FDV37,OUT018,2752.520455283355
NCO07,OUT027,5132.342222949802
FDA20,OUT045,2677.3067980134847
FDZ59,OUT035,2678.8561136638555
NCY17,OUT017,1842.8680109957897
FDQ28,OUT035,2678.8561136638555
FDV35,OUT017,2678.8561136638555
FDQ36,OUT013,2414.7191153318986
FDD34,OUT018,2752.520455283355
FDK51,OUT045,2613.1141493421233
FDV31,OUT035,2678.8561136638555
FDR04,OUT035,2170.5857789112197
FDR14,OUT049,1370.8869648941231
DRC36,OUT010,677.2534011584064
FDE39,OUT019,557.0195586036299
FDP57,OUT049,1740.6500153156417
FDE57,OUT046,2125.349497483324
NCN18,OUT046,1740.6500153156417
NCQ05,OUT018,2752.520455283355
FDW47,OUT035,2170.5857789112197
FDV46,OUT035,2170.5857789112197
NCP29,OUT045,1842.8680109957897
FDE09,OUT018,2536.248951968297
NCU06,OUT027,5132.342222949802
FDT19,OUT010,677.2534011584064
DRF15,OUT017,2678.8561136638555
DRI51,OUT013,2950.802451959768
NCX54,OUT013,2707.3156795629625
DRE01,OUT013,3531.4194682704156
NCB07,OUT045,2677.3067980134847
FDU50,OUT035,2170.5857789112197
FDG40,OUT035,1842.8680109957897
FDW10,OUT018,2752.520455283355
FDX51,OUT013,2950.802451959768
NCP17,OUT045,1842.8680109957897
FDP21,OUT035,2678.8561136638555
FDL04,OUT045,2169.036463260849
FDV23,OUT013,2707.3156795629625
FDF24,OUT046,1740.6500153156417
FDH56,OUT027,3858.799869487593
FDB51,OUT049,1370.8869648941231
FDI58,OUT027,3858.799869487593
FDR20,OUT013,2414.7191153318986
FDC51,OUT018,2536.248951968297
FDB16,OUT027,3858.799869487593
FDE40,OUT049,1370.8869648941231
NCM17,OUT035,1842.8680109957897
FDU56,OUT035,2678.8561136638555
FDS32,OUT019,597.2868342075113
FDX02,OUT049,2389.2437480902304
FDT39,OUT027,4229.8508764080125
FDE35,OUT017,1842.8680109957897
NCI42,OUT019,632.2882876531593
DRL23,OUT046,1740.6500153156417
FDA10,OUT046,1740.6500153156417
FDA11,OUT013,2707.3156795629625
NCM06,OUT046,2125.349497483324
NCT05,OUT035,2614.663464992494
NCQ02,OUT010,677.2534011584064
NCY06,OUT049,1740.6500153156417
FDY56,OUT035,2614.663464992494
FDL02,OUT035,2170.5857789112197
NCI06,OUT035,2678.8561136638555
FDQ14,OUT045,2677.3067980134847
FDQ12,OUT017,2614.663464992494
FDP36,OUT046,1370.8869648941231
FDK21,OUT027,5132.342222949802
FDO40,OUT045,2677.3067980134847
NCK54,OUT019,557.0195586036299
FDY09,OUT018,2752.520455283355
NCW30,OUT049,2389.2437480902304
NCC55,OUT027,3389.3947128677587
FDE58,OUT018,2536.248951968297
FDR39,OUT013,2950.802451959768
FDU28,OUT049,2125.349497483324
FDH08,OUT017,2614.663464992494
FDG35,OUT045,2677.3067980134847
FDG22,OUT049,1370.8869648941231
FDC34,OUT035,2678.8561136638555
FDP15,OUT018,3202.928103829106
FDK34,OUT010,769.9695903376652
FDU45,OUT035,2170.5857789112197
FDQ04,OUT027,3389.3947128677587
FDX22,OUT018,3202.928103829106
FDB45,OUT017,2170.5857789112197
NCH43,OUT027,5132.342222949802
DRE60,OUT046,2386.2959774241044
FDD17,OUT027,5132.342222949802
NCM54,OUT017,2170.5857789112197
NCH55,OUT013,2707.3156795629625
NCT06,OUT017,2678.8561136638555
FDA48,OUT027,5132.342222949802
FDY58,OUT027,5132.342222949802
FDO25,OUT045,2613.1141493421233
FDN50,OUT045,2169.036463260849
FDH35,OUT035,2678.8561136638555
FDK09,OUT045,2613.1141493421233
FDO16,OUT013,2707.3156795629625
FDW11,OUT045,1842.8680109957897
FDU47,OUT027,4229.8508764080125
NCQ42,OUT010,667.962853750561
FDK55,OUT027,3858.799869487593
FDN08,OUT049,1740.6500153156417
FDT57,OUT045,2613.1141493421233
FDJ12,OUT018,3202.928103829106
DRL59,OUT017,1842.8680109957897
NCN53,OUT046,1370.8869648941231
FDO51,OUT010,664.3634888735338
FDK56,OUT017,2678.8561136638555
FDY12,OUT035,1842.8680109957897
FDU15,OUT035,1842.8680109957897
FDQ19,OUT046,2386.2959774241044
DRF15,OUT045,2677.3067980134847
